Dracaena deremensis 'Gold Star' #Striped Dracaena#Dracaena#Cultivar#Tropical#30#10#Strong light #Diffuse light #25#0.76#0.61#3.66#1.22#Keep moist between watering  &  Can dry between watering
Dracaena deremensis 'Janet Craig'#Janet Craig#Dracaena#Cultivar#Tropical#30#10#Strong light #Diffuse light #20#0.61#0.61#3.66#1.22#Keep moist between watering  &  Can dry between watering
Dracaena deremensis 'Janet Craig Compacta'#Dwarf bouquet, Calypso Queen#Dracaena#Climat :#Tropical#30#10#Strong light #Diffuse light #25#0.66#0.46#1.83#1.02#Keep moist between watering  &  Can dry between watering
Dracaena deremensis 'Lemon Lime'#Striped Dracaena#Dracaena#Cultivar#Tropical#30#10#Strong light #Diffuse light #15#0.3#0.25#3.66#1.22#Keep moist between watering  &  Can dry between watering
Dracaena deremensis 'Lisa'#Lisa Dracaena#Dracaena#Cultivar#Tropical#30#10#Strong light #Diffuse light #36#1.83#0.76#3.05#1.22#Keep moist between watering  &  Can dry between watering
Dracaena deremensis 'Warneckei'#Striped Dracaena#Dracaena#Africa#Tropical#30#10#Strong light #Diffuse light #20#0.51#0.51#3.05#1.22#Keep moist between watering  &  Can dry between watering
Dracaena fragrans 'Massangeana'#Cornstalk plant#Dracaena#Cultivar#Tropical#30#10#Strong light #Diffuse light #25#1.22#0.81#3.05#1.22#Keep moist between watering  &  Can dry between watering
Dracaena marginata#Madagascar dragon tree#Dracaena#Madagascar#Tropical#30#10#Strong light #Diffuse light #15#0.3#0.3#3.05#1.22#Keep moist between watering  &  Can dry between watering
Dracaena marginata 'Tricolor'#Madagascar dragon tree#Dracaena#Cultivar#Tropical#28#10#Strong light #Diffuse light #20#0.76#0.76#2.44#1.22#Keep moist between watering  &  Can dry between watering
Dracaena reflexa#Malaysian Dracaena#Dracaena#Madagascar#Tropical#30#12#Strong light #Diffuse light #15#0.25#0.25#6.1#3.05#Keep moist between watering  &  Water when soil is half dry
Dracaena reflexa 'Song of India'#Yellow Malaysian Dracaena#Dracaena#India#Tropical#30#12#Full sun #Strong light #15#0.25#0.25#4.57#3.05#Keep moist between watering  &  Water when soil is half dry
Dracaena reflexa 'Song of Jamaica'#Malaysian Dracaena #Dracaena#Cultivar#Tropical#30#12#Strong light #Diffuse light #25#0.76#0.61#6.1#3.05#Keep moist between watering  &  Water when soil is half dry
Yucca elephantipes#Spineless yucca, Palm lily#Dracaena#Mexico#Subtropical#30#12#Full sun #Strong light #25#1.22#0.61#3.66#1.52#Keep moist between watering  &  Water when soil is half dry
